,unit,ts,qty,geography_level,geography,product_level,product
18,d8dcc36b286b0e2cfe4e7d8aeaa95723,2021-03-01,34,geography_level_3,5f82497e6ba74177eacda9f48d2ebb8f,product_level_2,579cf4cbf3d63c78deffc623c0de643f
19,a4800dcc1de8b0e347c2d5435dbed74a,2021-03-01,1,geography_level_3,a8047d24376e2ce5c62663d435629812,product_level_2,814119e4a116199cf494768f31987158
20,92052848bf36340a79ac6107092f2e68,2021-03-01,5,geography_level_3,36ab7b000da26b0547bfc3c3fdf143dc,product_level_2,3241cf89eaf210f13321fe6280c7d172
21,e72421b67cb39cccb705411c1ba1a457,2021-03-01,1,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,db9e166331f89037c1b3590adfaa18d4
22,2e9ebc0bba511ecc2319d252e594627e,2021-03-01,1,geography_level_3,4106271eb9e60b9c01d4213e41f09e1d,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
23,ca5b64463fa22940412171f157c111b9,2021-03-01,2,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,93a97f63f0a573483d49c58dc02c1341
24,0ac59a85abff7af66033baeb60da8e30,2021-03-01,24,geography_level_3,098256d91571e71ac0b656eb75d4b5f4,product_level_2,3241cf89eaf210f13321fe6280c7d172
25,21c97d8e4f504b64c67a3651a0b617c3,2021-03-01,8,geography_level_3,098256d91571e71ac0b656eb75d4b5f4,product_level_2,93a97f63f0a573483d49c58dc02c1341
26,4fa93ce2fa2fc5355ae8619a6585e706,2021-03-01,4,geography_level_3,098256d91571e71ac0b656eb75d4b5f4,product_level_2,579cf4cbf3d63c78deffc623c0de643f
27,2381502c8377cd46c68b1df99685b811,2021-03-01,37,geography_level_3,71c115abc5c045dfea887565abcfcf04,product_level_2,93a97f63f0a573483d49c58dc02c1341
28,128bd36bcc48f52f4cc670334067192d,2021-03-01,22,geography_level_3,71c115abc5c045dfea887565abcfcf04,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
29,78967fb3fa0dac4130edcbce710979e1,2021-03-01,14,geography_level_3,d88fe8bab1fa287362c5b0d7ba13de48,product_level_2,1807ffa2c1c84035f4346c3364104dd1
30,785a99b9898964118f3ea308a90019b3,2021-03-01,40,geography_level_3,d88fe8bab1fa287362c5b0d7ba13de48,product_level_2,45fe7a01980958e559fa0473c20c8c58
31,316a552605d2ffe994008754348aa40f,2021-03-01,424,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
32,916d6bdb66e35ef4613cda7096fc4660,2021-03-01,30,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,579cf4cbf3d63c78deffc623c0de643f
33,0a63786c7beb9d9a2052c94646624c7a,2021-03-01,16,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
34,ce43fca1b6a778bd76a6913de9f99389,2021-03-01,1,geography_level_3,ac17865ba94b6a06b53466188fc4e446,product_level_2,814119e4a116199cf494768f31987158
35,e6b61755724c637acc5dd65ba4ccd683,2021-03-01,1,geography_level_3,d3d107b6fe93bf6ed02cf207de4bce75,product_level_2,814119e4a116199cf494768f31987158
36,844dfce4165cfb862df8db0afded72b9,2021-03-01,57,geography_level_3,d3d107b6fe93bf6ed02cf207de4bce75,product_level_2,93a97f63f0a573483d49c58dc02c1341
37,050b094f4256b2c0390077539ea3d543,2021-03-01,1,geography_level_3,39a8345be72b8ff2f30e29dc836d7e12,product_level_2,db9e166331f89037c1b3590adfaa18d4
38,b373b36caaa3c5f2eb8187ad2ce0f3de,2021-03-01,1,geography_level_3,3d967bd11c42cd595c050d8cb626f3d6,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
39,bbe006a04dbd22d88535fbb4482b99dd,2021-03-01,30,geography_level_3,3d967bd11c42cd595c050d8cb626f3d6,product_level_2,93a97f63f0a573483d49c58dc02c1341
40,f1e4f08d73f2c4edb21519e03be12791,2021-03-01,135,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,1807ffa2c1c84035f4346c3364104dd1
41,62d6c9af976e7b899e79c4f0adbc5d71,2021-03-01,132,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,3241cf89eaf210f13321fe6280c7d172
42,767380ffbfc3a74b3a2d102575c59400,2021-03-01,4,geography_level_3,030144dfbae4a534187b5268c61003d7,product_level_2,db9e166331f89037c1b3590adfaa18d4
43,3ba406d2e99a52efd965a32d704576a6,2021-03-01,1,geography_level_3,de6d760cf1aac2523f6dd3794e611f5d,product_level_2,579cf4cbf3d63c78deffc623c0de643f
44,ae195567191b85a990cd0a29c675dc39,2021-03-01,15,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
45,8f5e55c73f9752aa8e168313e6c0499b,2021-03-01,2,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,93a97f63f0a573483d49c58dc02c1341
46,e1d6e0a623c638d62b75389bbe997a37,2021-03-01,2,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,579cf4cbf3d63c78deffc623c0de643f
47,543bafa49d8b618ce56f19fe7ca1c19e,2021-03-01,1,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
48,8968401cdc9c82581424e2c56416af63,2021-03-01,1,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,814119e4a116199cf494768f31987158
49,3a6301fa7e97ce77b2e625d193389688,2021-03-01,11,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,45fe7a01980958e559fa0473c20c8c58
50,ff65120018e54439e4071446a1cf6b14,2021-03-01,1,geography_level_3,e60518d19f0550fd8fd7d33f529a8b5e,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
51,936109a3255c76c3814969d080dbc8a7,2021-03-01,32,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
52,4078201d2ad991213df77b5172e76cf0,2021-03-01,2,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,93a97f63f0a573483d49c58dc02c1341
53,e8bca92219ace752690b1fc328bed7f7,2021-03-01,7,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,1807ffa2c1c84035f4346c3364104dd1
54,258a569e60e258e89735f2883ee61c1a,2021-03-01,2,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,814119e4a116199cf494768f31987158
55,24e3e03e01cb04c4ed51ea97d4bd4791,2021-03-01,4,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,1807ffa2c1c84035f4346c3364104dd1
56,fc9e415c0f5c9f28957e07d22fd7b42c,2021-03-01,4,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
57,71e58968a77ecf0f584a421da2980691,2021-03-01,282,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,93a97f63f0a573483d49c58dc02c1341
58,727771c2319dba6bd0d957d327d6c7e9,2021-03-01,7,geography_level_3,4e29298af61683b28df48f81d9798f55,product_level_2,1807ffa2c1c84035f4346c3364104dd1
59,029e6c46cbb94a7b7b9d5d5295113ae6,2021-03-01,4,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,93a97f63f0a573483d49c58dc02c1341
60,6e835c8dd6b190c03635c4dc8b2e361e,2021-03-01,1,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
61,c8cfa8417b02f5b376c9f13a76acb5ac,2021-03-01,1,geography_level_3,a8047d24376e2ce5c62663d435629812,product_level_2,814119e4a116199cf494768f31987158
62,5307a171cc8912aee35343e33956a2f2,2021-03-01,1,geography_level_3,36ab7b000da26b0547bfc3c3fdf143dc,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
63,2c1742b9fa06b1347a15cc2a7be533c9,2021-03-01,48,geography_level_3,143c7c36a05254135b45911c609d8c78,product_level_2,3241cf89eaf210f13321fe6280c7d172
64,68f32171e56ba1a2c71cabf64d77ed4e,2021-03-01,34,geography_level_3,143c7c36a05254135b45911c609d8c78,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
65,f65ad4d81f4db80ee00186781f81ba19,2021-03-01,1,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,814119e4a116199cf494768f31987158
66,83b690d3f278241d78f7809bf407764d,2021-03-01,1,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,579cf4cbf3d63c78deffc623c0de643f
67,768d1ed83cdff3655c17d2af8bac251d,2021-03-01,110,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,93a97f63f0a573483d49c58dc02c1341
68,ca99768abfc98fcc05f5b33f374a8f12,2021-03-01,1,geography_level_3,d18cac7bd320785b2ac53b1715e7146a,product_level_2,db9e166331f89037c1b3590adfaa18d4
69,b32bf9eacb9f01653a337fa3e4e68774,2021-03-01,70,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,3241cf89eaf210f13321fe6280c7d172
70,eae4ddf52e03d8d2744aa23d0f7a74c3,2021-03-01,3,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
71,0490a15183efadaa0e33f0ecb60e6013,2021-03-01,12,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,45fe7a01980958e559fa0473c20c8c58
72,cfec28291a02a76b704a890b7f1176d6,2021-03-01,198,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
73,16621bc8b3475de8b3ada41b598afda7,2021-03-01,9,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,1807ffa2c1c84035f4346c3364104dd1
74,9660fec64242e74f8c017cb2dc1c20b9,2021-03-01,1,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,814119e4a116199cf494768f31987158
75,aebd84a68e03ed6e4718b7b08e3074ef,2021-03-01,177,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
76,2e27d9805ecac16ce0521b6037697f85,2021-03-01,16,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,579cf4cbf3d63c78deffc623c0de643f
77,b570162d61dbb25817c483fd265a9a71,2021-03-01,1,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
78,9816a79b473e35220736b24670051394,2021-03-01,8,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,db9e166331f89037c1b3590adfaa18d4
79,0e175112d5cac67276e39e448641f77b,2021-03-01,140,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,93a97f63f0a573483d49c58dc02c1341
80,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-03-01,4,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,814119e4a116199cf494768f31987158
81,af4c24a497d3185962f14fcd00a7264a,2021-03-01,48,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,45fe7a01980958e559fa0473c20c8c58
82,33f8d59fdea419e16fa2093ca1c1c04b,2021-03-01,24,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,579cf4cbf3d63c78deffc623c0de643f
83,af506cf1e42fa8ecf7aa78221e248398,2021-03-01,4,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,45fe7a01980958e559fa0473c20c8c58
84,459a4b8f7e7e4025eb59ab3eaf5d1ab6,2021-03-01,12,geography_level_3,b0f0cadb4f9b07e6b365c9eaaa5eb561,product_level_2,814119e4a116199cf494768f31987158
85,3c751e0bdd57ad4d66ca4406f6f2443e,2021-03-01,107,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
86,c8f21f8b54fb11b0c5ec66ae2aa4d571,2021-03-01,36,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,814119e4a116199cf494768f31987158
87,188cbd1d0659919cfa85466ba26a25d2,2021-03-01,21,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,db9e166331f89037c1b3590adfaa18d4
88,67359dd9c9177c087b8bdd28fb8b3e8c,2021-03-01,14,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,579cf4cbf3d63c78deffc623c0de643f
89,161161a78c2a79c98a30eb804ac7574d,2021-03-01,27,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,db9e166331f89037c1b3590adfaa18d4
90,b607eff02de3c361f216b99b7ee288c7,2021-03-01,3,geography_level_3,46cf2a1545bea6ad9ef79bf82866b21f,product_level_2,814119e4a116199cf494768f31987158
91,b0150d1fc58c1adde3ed53f34649b286,2021-03-01,2,geography_level_3,46cf2a1545bea6ad9ef79bf82866b21f,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
92,639c0c25c70f3323aef91a4fdcbb46ce,2021-03-01,1,geography_level_3,8652ef40368d8de0746739c712bb981c,product_level_2,db9e166331f89037c1b3590adfaa18d4
93,faff848dbacb62f976f9bca84670a7cd,2021-03-01,12,geography_level_3,b0f0cadb4f9b07e6b365c9eaaa5eb561,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
94,3d13d40ab9cc87f8023f02d6c8b4382e,2021-03-01,1,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,579cf4cbf3d63c78deffc623c0de643f
95,177edd72c1ac8288ecdcf91f0dd3af37,2021-03-01,20,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
96,259fecc1cda9144f306469a50febb00c,2021-03-01,2,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,93a97f63f0a573483d49c58dc02c1341
97,d49345970184e153147095005e6ce491,2021-03-01,12,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,814119e4a116199cf494768f31987158
98,085c8588431434097d4bb067c3748e24,2021-03-01,8,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
99,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-03-01,2,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,814119e4a116199cf494768f31987158
100,60e4e249dce39b43814902c34b9b4c60,2021-03-01,3,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,45fe7a01980958e559fa0473c20c8c58
101,88b25ba87351f12ad6b32123878e608c,2021-03-01,16,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,45fe7a01980958e559fa0473c20c8c58
102,6ab277848201f36137c66d98b07f44d2,2021-03-01,8,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,93a97f63f0a573483d49c58dc02c1341
103,687df4043850d35b39dfe2e093e71a6b,2021-03-01,25,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
104,2d76cfd60a63fbfea0025e47b40c5093,2021-03-01,6,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,45fe7a01980958e559fa0473c20c8c58
105,ee5f21fcee147be606c4ed83bc173722,2021-03-01,55,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
106,917c3e1796ec1a2f20a7d13e718f194a,2021-03-01,4,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,579cf4cbf3d63c78deffc623c0de643f
107,2dcd0655535062bee700e6d5386ca371,2021-03-01,4,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,db9e166331f89037c1b3590adfaa18d4
108,a11e1a5f8140f7c2125f76f49146ac10,2021-03-01,1,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,579cf4cbf3d63c78deffc623c0de643f
109,df83170f6597d6fd5513c5da11d4e73f,2021-03-01,7,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
110,a821fe149e065aa25a312f1cfb07624c,2021-03-01,2,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,814119e4a116199cf494768f31987158
111,8d2fb899d57a2c110d4e2381fa264c7f,2021-03-01,1,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,1807ffa2c1c84035f4346c3364104dd1
112,def7b797d78feff07cb3518bae16c110,2021-03-01,1,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
113,e8342075f51194a067989f171a97f31a,2021-03-01,7,geography_level_3,a26a472b755b975cfe0923c243d3b10a,product_level_2,db9e166331f89037c1b3590adfaa18d4
114,4462d5518bd8be5b145333ede5ad93cc,2021-03-01,346,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
115,54870354b5a51cb5d9159df67c90ee72,2021-03-01,398,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
116,e7cef09a00d6b1fa4166b23690b0e9c8,2021-03-01,76,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,3241cf89eaf210f13321fe6280c7d172
117,c236bd9436d0f579ee5423fb8164b1ed,2021-03-01,284,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,45fe7a01980958e559fa0473c20c8c58
118,75bbbeb46d9bdad51ab4bca9f10f6f64,2021-03-01,92,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,db9e166331f89037c1b3590adfaa18d4
119,43930e5d94d2fe0460ec07f46fc62c67,2021-03-01,17,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,579cf4cbf3d63c78deffc623c0de643f
120,e5d27207eac5253b7fda820a7f3827e3,2021-03-01,1,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,1807ffa2c1c84035f4346c3364104dd1
121,0f3c5a7d9fa33c4f74421382e1c239d6,2021-03-01,92,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,a95738cb3a3c4236b858683b406dea98
122,a952348aaa983518f6918cf616e1bcd5,2021-03-01,2,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,db9e166331f89037c1b3590adfaa18d4
123,d1048f0fa201acd603fc629751fd5e6e,2021-03-01,5,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,93a97f63f0a573483d49c58dc02c1341
124,85e12a50863f2e73ae23f4cd54a9baf4,2021-03-01,19,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,579cf4cbf3d63c78deffc623c0de643f
125,5f4ce197bc466c485aea3b3fd2387ce5,2021-03-01,11,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,814119e4a116199cf494768f31987158
126,8400386742be78a46d27e1c36080e097,2021-03-01,22,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,1807ffa2c1c84035f4346c3364104dd1
127,60f912eec51c7c50bfb969aebc28b2dc,2021-03-01,4,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,579cf4cbf3d63c78deffc623c0de643f
128,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-03-01,32,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
129,25ccef256132ff49d1cdfa3f450f28da,2021-03-01,8,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,45fe7a01980958e559fa0473c20c8c58
130,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-03-01,9,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
131,8302fd867d8d2317a4fad89a95e07c25,2021-03-01,2,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,a95738cb3a3c4236b858683b406dea98
132,2318287de787ae3132ab0f19f36e6867,2021-03-01,7,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,45fe7a01980958e559fa0473c20c8c58
133,3727a973c3ed4236bb8b1f5f739d5897,2021-03-01,20,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
134,1fd5b7529b79c8afd541ff95c565d8b7,2021-03-01,23,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,93a97f63f0a573483d49c58dc02c1341
135,0efc3380e4604b3be16e2267135c850c,2021-03-01,1,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,579cf4cbf3d63c78deffc623c0de643f
136,34f2ddf3fe8b792c8158514e017736c4,2021-03-01,9,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,3241cf89eaf210f13321fe6280c7d172
137,954aa9fd46402a337bc2e45f8cb202a3,2021-03-01,10,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,a95738cb3a3c4236b858683b406dea98
138,9ca8fa40459388db1d9a25fad93e4977,2021-03-01,2,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,1807ffa2c1c84035f4346c3364104dd1
139,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-03-01,1,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,3241cf89eaf210f13321fe6280c7d172
140,0662f0faaef48b4a199d63a1df66d92c,2021-03-01,10,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,1807ffa2c1c84035f4346c3364104dd1
141,8c92bb6c371825f31d7ee6f393b97c7e,2021-03-01,50,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
142,d61f33056582c7b25568b7c6d2077bb4,2021-03-01,32,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,3241cf89eaf210f13321fe6280c7d172
143,7633a2c49cf0233f37d32174de6c7e80,2021-03-01,15,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,ba569a9ecbaa99645f9baf060d5061e7
144,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-03-01,1,geography_level_3,dc75ce311e342046a8214c195b001b24,product_level_2,1807ffa2c1c84035f4346c3364104dd1
145,ff3a4f7b734b0ef18bcd1600442a11dd,2021-03-01,164,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,3241cf89eaf210f13321fe6280c7d172
146,ee05eb9e4448a04c0e242c10eae0419c,2021-03-01,2,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,1807ffa2c1c84035f4346c3364104dd1
147,7447b6433e79a3c1b3c123e6dea397a8,2021-03-01,27,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
148,9a9de7ba69814c93b01a687c435d011b,2021-03-01,38,geography_level_3,e495ef918e04c7e781faefb8dc5e6e40,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
149,6b0b999b517268be117ee18a67d0bf34,2021-03-01,20,geography_level_3,e495ef918e04c7e781faefb8dc5e6e40,product_level_2,579cf4cbf3d63c78deffc623c0de643f
150,37a0ccb4cf0573f0d0d805dfb1534286,2021-03-01,7,geography_level_3,fcf14a475e65540c7577370bf438b091,product_level_2,db9e166331f89037c1b3590adfaa18d4
151,29bf983c952251dcd6bd32f421eac99f,2021-03-01,10,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,450a7d37ed3260ce3e9ea79cc40f11a5
152,5c9c46f5af2b6d4e27a3112169c22818,2021-03-01,4,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,db9e166331f89037c1b3590adfaa18d4
153,99c4a089d55d1f1108d8ce669343ac37,2021-03-01,34,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,db9e166331f89037c1b3590adfaa18d4
